entry_time,exit_time,entry_price,exit_price,qty_btc,notional_eur,sl_price,tp_price,pnl_eur,pnl_pct_of_account,confidence,prob_up,close_reason,bars_held,exit_month,balance_after,gross_gain_eur,gross_loss_eur
2026-03-07 22:00:00,2026-03-08 04:00:00,67240.66,66831.91,0.300406,20199.53,66831.91,68058.17,-122.79,-0.608,0.6789,0.6789,STOP_LOSS,6,2026-03,21139.87,0.0,-122.79
2026-03-08 04:00:00,2026-03-08 08:00:00,66647.52,67513.69,0.30133,20082.88,66214.43,67513.69,261.01,1.3,0.6725,0.6725,TAKE_PROFIT,4,2026-03,21400.88,261.01,0.0
2026-03-08 12:00:00,2026-03-08 20:00:00,67305.92,67210.84,0.302066,20330.83,66750.89,68415.98,-28.72,-0.141,0.6782,0.6782,SHORT_SIGNAL_SPOT_EXIT,8,2026-03,21372.16,0.0,-28.72
2026-03-08 23:00:00,2026-03-09 03:00:00,65990.98,67482.0,0.307672,20303.55,65245.47,67482.0,458.75,2.259,0.7317,0.7317,TAKE_PROFIT,4,2026-03,21830.9,458.75,0.0
2026-03-09 04:00:00,2026-03-09 05:00:00,67184.81,67887.15,0.308691,20739.36,66328.58,68897.27,216.8,1.045,0.7009,0.7009,SHORT_SIGNAL_SPOT_EXIT,1,2026-03,22047.71,216.8,0.0
2026-03-09 06:00:00,2026-03-09 13:00:00,67286.09,69193.83,0.311288,20945.32,66332.22,69193.83,593.86,2.835,0.7694,0.7694,TAKE_PROFIT,7,2026-03,22641.56,593.86,0.0
2026-03-09 16:00:00,2026-03-09 20:00:00,68972.67,69026.19,0.311855,21509.48,68020.94,70876.14,16.69,0.078,0.7217,0.7217,SHORT_SIGNAL_SPOT_EXIT,4,2026-03,22658.25,16.69,0.0
2026-03-09 23:00:00,2026-03-10 02:00:00,68401.46,70037.12,0.314691,21525.34,67583.63,70037.12,514.73,2.391,0.6641,0.6641,TAKE_PROFIT,3,2026-03,23172.98,514.73,0.0
2026-03-10 03:00:00,2026-03-10 09:00:00,69454.29,71034.45,0.316961,22014.33,68511.45,71339.97,500.85,2.275,0.6583,0.6583,SHORT_SIGNAL_SPOT_EXIT,6,2026-03,23673.83,500.85,0.0
2026-03-10 12:00:00,2026-03-10 14:00:00,70508.41,69621.95,0.318971,22490.14,69621.95,72281.31,-282.75,-1.257,0.7157,0.7157,STOP_LOSS,2,2026-03,23391.08,0.0,-282.75
2026-03-10 18:00:00,2026-03-11 00:00:00,69969.8,70093.77,0.317587,22221.52,68894.26,72120.9,39.37,0.177,0.68,0.68,SHORT_SIGNAL_SPOT_EXIT,6,2026-03,23430.45,39.37,0.0
2026-03-11 05:00:00,2026-03-11 17:00:00,69552.3,71139.63,0.320031,22258.93,68758.64,71139.63,507.99,2.282,0.76,0.76,TAKE_PROFIT,12,2026-03,23938.44,507.99,0.0
